name,year,engine_capacity,horse_power,fuel,transmission,drive_unit,mileage,location,price
Hyundai Sonata,2007,2.0,137,бензин,механика,передний,181818,Феодосия,555 555 ₽
BMW X6,2015,3.0,249,дизель,АКПП,4WD,135130,Симферополь,6 000 000 ₽
Mazda Mazda3,2010,1.6,105,бензин,АКПП,передний,108993,Санкт-Петербург,917 000 ₽
Skoda Octavia,2020,1.8,180,бензин,робот,передний,56000,Барвиха,2 649 000 ₽
Hyundai Solaris,2011,1.6,123,бензин,АКПП,передний,148437,Курск,799 000 ₽
Chevrolet Cruze,2009,1.8,141,бензин,механика,передний,270000,Самара,600 000 ₽
Chevrolet Cruze,2013,1.8,141,бензин,механика,передний,240000,Санкт-Петербург,810 000 ₽
Kia Sportage,2015,2.0,150,бензин,АКПП,4WD,114376,Курск,1 750 000 ₽
Audi A4,2019,1.4,150,бензин,робот,передний,66813,Москва,2 787 000 ₽
Volkswagen Polo,2018,1.6,90,бензин,механика,передний,188880,Йошкар-Ола,1 390 000 ₽
Лада Гранта,2021,1.6,87,бензин,механика,передний,18913,Курск,799 000 ₽
Nissan Maxima,2002,2.0,140,бензин,АКПП,передний,0,Челябинск,265 000 ₽
Datsun on-DO,2020,1.6,87,бензин,механика,передний,122000,Строитель,720 000 ₽
Volkswagen Tiguan,2019,2.0,150,дизель,робот,передний,136000,Минск,1 981 824 ₽
Mercedes-Benz E-Class,1995,2.3,150,бензин,АКПП,задний,430000,Санкт-Петербург,200 000 ₽
Mercedes-Benz C-Class,2016,2.0,184,бензин,АКПП,4WD,57960,Москва,3 015 000 ₽
Mercedes-Benz GLC Coupe,2018,2.1,170,дизель,АКПП,4WD,145590,Москва,3 760 000 ₽
Geely Atlas,2020,2.4,149,бензин,автомат,4WD,39748,Москва,2 095 000 ₽
Mercedes-Benz GLC,2020,2.0,194,дизель,АКПП,4WD,84903,Москва,4 087 000 ₽
Volkswagen Touareg,2021,3.0,249,дизель,АКПП,4WD,42440,Москва,7 498 000 ₽
Skoda Octavia,2021,1.4,150,бензин,автомат,передний,26562,Москва,2 747 900 ₽
BMW 5-Series,1991,2.0,150,бензин,механика,задний,400000,Калининград,160 000 ₽
Chery Tiggo 8 Pro Max,2023,2.0,197,бензин,робот,4WD,0,Ростов-на-Дону,4 351 000 ₽
Chery Tiggo 8 Pro Max,2023,2.0,197,бензин,робот,4WD,0,Ростов-на-Дону,4 160 000 ₽
Volkswagen Tiguan,2018,2.0,197,бензин,робот,4WD,0,Санкт-Петербург,2 015 000 ₽
Geely Coolray,2023,1.5,172,бензин,автомат,передний,,Москва,2 449 800 ₽
Geely Boyue Cool,2023,1.5,181,бензин,робот,передний,117,Москва,2 799 800 ₽
BMW 5-Series,2008,3.0,272,бензин,АКПП,задний,245000,Ноябрьск,1 570 000 ₽
Audi A6,1994,2.6,150,бензин,механика,передний,441000,Санкт-Петербург,350 000 ₽
Dodge Challenger,2020,3.6,305,бензин,АКПП,задний,90000,Тюмень,3 550 000 ₽
Fiat 500,2018,1.4,135,бензин,автомат,передний,50800,Гродно,1 350 000 ₽
Ford Mondeo,2011,2.3,161,бензин,АКПП,передний,222000,Москва,850 000 ₽
Toyota Allion,2005,1.8,132,бензин,АКПП,передний,300000,Иркутск,840 000 ₽
Ford Focus,2008,1.6,100,бензин,механика,передний,238000,Москва,499 000 ₽
Лада 2107,2011,1.6,74,бензин,механика,задний,27500,Екатеринбург,415 000 ₽
Volkswagen Touareg,2011,3.0,240,дизель,АКПП,4WD,270000,Краснодар,2 320 000 ₽
Hyundai Solaris,2012,1.6,123,бензин,механика,передний,142300,Киров,860 000 ₽
Chery Tiggo 7 Pro,2021,1.5,147,бензин,вариатор,передний,39400,Москва,1 989 000 ₽
Opel Corsa,2001,1.0,58,бензин,механика,передний,231000,Челябинск,270 000 ₽
Ford Fusion,2008,1.6,101,бензин,автомат,передний,167000,Москва,727 000 ₽
Chevrolet Aveo,2006,1.2,72,бензин,механика,передний,277702,Старый Крым,400 000 ₽
EXEED TXL,2020,1.6,186,бензин,робот,4WD,102500,Москва,2 179 000 ₽
Лада 4x4 2121 Нива,2002,1.7,79,бензин,механика,4WD,150000,Ростов-на-Дону,370 000 ₽
Haval Jolion,2022,1.5,150,бензин,робот,4WD,2788,Москва,2 529 000 ₽
Zeekr 001,2023,,536,электро,АКПП,4WD,,Москва,7 195 000 ₽
Haval F7,2022,1.5,150,бензин,робот,4WD,4539,Москва,2 999 000 ₽
Haval F7x,2022,2.0,190,бензин,робот,4WD,2884,Москва,3 309 000 ₽
Toyota Nadia,1999,2.0,145,бензин,АКПП,передний,200000,Новосибирск,625 000 ₽
Peugeot 308,2018,1.5,131,дизель,АКПП,передний,129000,Минск,1 306 261 ₽
Chevrolet Silverado,2021,5.3,355,бензин,АКПП,4WD,15100,Москва,7 000 000 ₽
Mercedes-Benz GLC,2022,2.0,194,дизель,АКПП,4WD,0,Москва,7 292 320 ₽
Mercedes-Benz GLC,2022,2.0,194,дизель,АКПП,4WD,0,Москва,7 292 320 ₽
Mercedes-Benz G-Class,2022,4.0,585,бензин,автомат,4WD,0,Москва,34 497 841 ₽
Mercedes-Benz G-Class,2022,4.0,585,бензин,автомат,4WD,0,Москва,34 497 841 ₽
Mercedes-Benz G-Class,2022,4.0,585,бензин,автомат,4WD,0,Москва,34 497 841 ₽
Лада Приора,2008,1.6,98,бензин,механика,передний,190000,Кизнер,370 000 ₽
Kia Soul,2022,1.6,123,бензин,АКПП,передний,0,Москва,2 484 900 ₽
Toyota Vista,1993,1.8,125,бензин,АКПП,передний,320000,Магистральный,170 000 ₽
Kia Seltos,2022,2.0,149,бензин,вариатор,4WD,0,Москва,3 064 900 ₽
Kia Seltos,2021,2.0,149,бензин,вариатор,4WD,0,Москва,3 079 900 ₽
Renault Megane,2008,1.6,113,бензин,механика,передний,143000,Брянск,655 000 ₽
Kia Seltos,2022,2.0,149,бензин,вариатор,4WD,0,Москва,3 064 900 ₽
Kia Seltos,2022,2.0,149,бензин,вариатор,передний,0,Москва,2 929 900 ₽
Kia Soul,2022,1.6,123,бензин,АКПП,передний,0,Москва,2 484 900 ₽
Renault Logan,2007,1.6,87,бензин,механика,передний,335000,Санкт-Петербург,260 000 ₽
Kia Seltos,2022,2.0,149,бензин,вариатор,4WD,0,Москва,2 564 900 ₽
Chevrolet Lacetti,2010,1.4,95,бензин,механика,передний,112000,Киселёвск,578 900 ₽
Hyundai Grand Starex,2014,2.5,145,дизель,автомат,4WD,211000,Москва,2 300 000 ₽
Opel Astra,2008,1.8,140,бензин,механика,передний,310000,Заречный,440 000 ₽
Audi Q7,2019,3.0,286,дизель,АКПП,4WD,104000,Светлогорск,5 400 000 ₽
Nissan Sunny,2003,1.5,109,бензин,АКПП,передний,339500,Тюмень,314 000 ₽
Honda Odyssey,2017,2.0,145,гибрид,вариатор,передний,84500,Чебоксары,3 100 000 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Пермь,971 900 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Пермь,971 900 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,0,Пермь,838 900 ₽
Mitsubishi Grandis,2008,2.4,165,бензин,АКПП,передний,206000,Анапа,930 000 ₽
Лада 2114 Самара,2012,1.6,81,бензин,механика,передний,0,Уфа,285 000 ₽
Volkswagen Polo,2021,1.6,110,бензин,АКПП,передний,43086,Тамбов,1 980 000 ₽
Nissan Almera Classic,2011,1.6,107,бензин,механика,передний,130000,Лянтор,670 000 ₽
Лада Ларгус Кросс,2019,1.6,106,бензин,механика,передний,80000,Симферополь,1 399 000 ₽
Hyundai ix35,2023,1.4,140,бензин,робот,передний,0,Владикавказ,3 249 900 ₽
Daewoo Nexia,1996,1.5,78,бензин,механика,передний,300987,Балаково,159 000 ₽
Opel Antara,2014,2.2,184,дизель,АКПП,4WD,170516,Тамбов,1 500 500 ₽
ИЖ 2126 Ода,2004,1.6,74,бензин,механика,задний,26000,Саратов,75 000 ₽
Mitsubishi Galant,2007,2.4,158,бензин,АКПП,передний,92000,Казань,660 000 ₽
Toyota Corolla,2001,1.4,97,бензин,механика,передний,415000,Санкт-Петербург,198 000 ₽
Лада Веста,2018,1.8,122,бензин,механика,передний,102371,Тамбов,1 195 000 ₽
Hyundai Elantra,2023,1.5,115,бензин,автомат,передний,0,Краснодар,2 599 999 ₽
Renault Kaptur,2017,1.6,114,бензин,вариатор,передний,0,Уфа,1 650 000 ₽
Geely Emgrand X7,2021,2.0,139,бензин,АКПП,передний,54000,Советский,1 750 000 ₽
Лада 2106,1999,1.5,72,бензин,механика,задний,80000,Ачинск,100 000 ₽
BMW 7-Series,2017,3.0,249,дизель,автомат,4WD,159726,Москва,4 990 000 ₽
Nissan Cefiro,1998,2.5,210,бензин,АКПП,передний,239967,Омск,266 000 ₽
Renault Clio,2019,1.5,90,дизель,механика,передний,165000,Краснодар,1 200 000 ₽
EXEED VX,2023,2.0,249,бензин,робот,4WD,0,Москва,5 560 055 ₽
Mitsubishi Lancer,2008,1.5,109,бензин,АКПП,передний,196000,Волгоград,750 000 ₽
Renault Sandero Stepway,2016,1.6,82,бензин,механика,передний,102498,Тамбов,1 210 400 ₽
Лада Веста,2017,1.6,106,бензин,механика,передний,279000,Ставрополь,900 000 ₽
Changan CS95,2023,2.0,220,бензин,АКПП,4WD,0,Москва,3 999 900 ₽
Mercedes-Benz G-Class,2016,3.0,245,дизель,АКПП,4WD,137000,Москва,6 950 000 ₽
Honda CR-V,2019,1.5,192,бензин,вариатор,передний,40000,Минск,2 252 085 ₽
Лада 4x4 2131 Нива,2004,1.8,82,бензин,механика,4WD,100462,Москва,260 000 ₽
Kia Cerato,2011,1.6,126,бензин,механика,передний,136000,Тамбов,1 049 840 ₽
BMW 5-Series,2001,2.2,170,бензин,АКПП,задний,440000,Миасс,730 000 ₽
SEAT Leon,2013,1.8,180,бензин,робот,передний,84900,Москва,1 689 000 ₽
Toyota Camry,2018,3.5,249,бензин,АКПП,передний,118000,Нефтекамск,3 100 000 ₽
Chevrolet Cruze,2015,1.8,141,бензин,АКПП,передний,160000,Москва,1 177 000 ₽
Renault Laguna,1998,1.6,107,бензин,механика,передний,260000,Феодосия,280 000 ₽
Skoda Octavia,2012,1.8,152,бензин,АКПП,передний,263766,Тамбов,1 015 200 ₽
Renault Sandero Stepway,2019,1.6,113,бензин,вариатор,передний,63586,Москва,1 425 000 ₽
Лада Приора,2007,1.6,98,бензин,механика,передний,230000,Екатеринбург,270 000 ₽
Toyota Corolla Rumion,2012,1.5,110,бензин,вариатор,передний,131000,Слюдянка,1 350 000 ₽
Toyota Roomy,2018,1.0,69,бензин,вариатор,передний,111500,Екатеринбург,1 155 000 ₽
Land Rover Range Rover Evoque,2012,2.2,150,дизель,АКПП,4WD,207253,Москва,1 990 000 ₽
Toyota Corona,1985,1.5,83,бензин,АКПП,передний,158000,Кострома,250 000 ₽
Opel Zafira,2012,1.8,140,бензин,механика,передний,240000,Сургут,950 000 ₽
Mitsubishi Outlander,2011,2.4,170,бензин,вариатор,4WD,282755,Тамбов,1 520 000 ₽
Opel Mokka,2013,1.4,140,бензин,механика,передний,253386,Москва,990 000 ₽
Citroen C5,2006,1.7,125,бензин,механика,передний,215992,Лобня,499 999 ₽
УАЗ Хантер,2010,2.7,128,бензин,механика,4WD,0,Екатеринбург,349 000 ₽
Volkswagen Jetta,2016,1.6,110,бензин,механика,передний,66851,Ибреси,1 700 000 ₽
Kia Rio,2015,1.6,123,бензин,АКПП,передний,116595,Балашиха,1 119 000 ₽
Лада 4x4 2121 Нива,1995,1.6,80,бензин,механика,4WD,185000,Нижний Новгород,165 000 ₽
Лада Веста,2017,1.6,106,бензин,механика,передний,146372,Тамбов,1 050 250 ₽
Лада 2112,2005,1.6,89,бензин,механика,передний,170000,Ростов-на-Дону,185 000 ₽
Audi A3,2019,1.4,150,бензин,робот,передний,87196,Москва,2 390 000 ₽
Лада 2110,2006,1.6,89,бензин,механика,передний,320000,Кривошеино,170 000 ₽
Kia Rio,2015,1.4,107,бензин,механика,передний,151000,Рязань,910 000 ₽
Skoda Rapid,2019,1.6,110,бензин,АКПП,передний,211812,Омск,1 280 000 ₽
Opel Astra,2012,1.8,140,бензин,механика,передний,186155,Псков,699 000 ₽
Kia K5,2023,2.0,150,бензин,АКПП,передний,0,Москва,3 549 900 ₽
Mitsubishi Pajero,2003,3.2,160,дизель,АКПП,4WD,412516,Тамбов,1 199 490 ₽
Kia K5,2023,2.0,150,бензин,АКПП,передний,0,Москва,3 549 000 ₽
Mitsubishi Pajero,2007,3.2,165,дизель,АКПП,4WD,0,Екатеринбург,1 499 000 ₽
Kia K5,2023,2.0,150,бензин,АКПП,передний,0,Москва,3 549 000 ₽
Hyundai NF,2005,2.4,161,бензин,АКПП,передний,223200,Елизаветинская,650 000 ₽
Honda Vezel,2020,1.5,132,гибрид,робот,4WD,57000,Тюмень,2 328 000 ₽
Nissan Teana,2013,2.5,167,бензин,вариатор,4WD,235000,Уфа,1 590 000 ₽
Chevrolet Cruze,2012,1.8,141,бензин,АКПП,передний,109000,Тамбов,1 180 700 ₽
Nissan Qashqai,2017,1.8,141,бензин,АКПП,передний,109000,Москва,1 898 000 ₽
Mitsubishi Outlander,2013,1.8,141,бензин,АКПП,передний,109000,Москва,1 368 000 ₽
Nissan Almera Classic,2010,1.6,107,бензин,механика,передний,160000,Нефтеюганск,590 000 ₽
Лада Веста Спорт,2019,1.8,145,бензин,механика,передний,175173,Москва,1 108 000 ₽
Chevrolet Captiva,2014,2.4,167,бензин,АКПП,4WD,118000,Ростов,1 850 000 ₽
Лада 4x4 2121 Нива,1995,1.6,80,бензин,механика,4WD,140000,Нижний Новгород,165 000 ₽
Лада 2107,2004,1.6,74,бензин,механика,задний,94000,Краснодар,170 000 ₽
Renault Sandero,2021,,16,механика,передний,11 669 км,94000,Москва,1 425 000 ₽
